row,issue,div_id,neigh_jaccard
1329,issue_2,,0.0
1330,issue_2,,0.0
1331,issue_2,,0.0
1332,issue_2,,0.0
1334,issue_2,,0.0
1336,issue_2,,0.0
1338,issue_2,,0.0
1341,issue_2,,0.0
1343,issue_2,,0.0
1345,issue_2,,0.0
1346,issue_2,,0.0
1348,issue_2,,0.0
1349,issue_2,,0.0
1351,issue_2,,0.0
1353,issue_2,,0.0
1358,issue_2,,0.0
1359,issue_2,,0.0
1361,issue_2,,0.0
1364,issue_2,,0.0
1367,issue_2,,0.0
1373,issue_2,,0.0
1374,issue_2,,0.0
1375,issue_2,,0.0
1377,issue_2,,0.0
1380,issue_2,,0.0
1381,issue_2,,0.0
1382,issue_2,,0.0
1383,issue_2,,0.0
1386,issue_2,,0.0
1388,issue_2,,0.0
1391,issue_2,,0.0
1392,issue_2,,0.0
1393,issue_2,,0.0
1394,issue_2,,0.0
1396,issue_2,,0.0
1397,issue_2,,0.0
1398,issue_2,,0.0
1400,issue_2,,0.0
1401,issue_2,,0.0
1404,issue_2,,0.0
1405,issue_2,,0.0
1406,issue_2,,0.0
1408,issue_2,,0.0
1409,issue_2,,0.0
1410,issue_2,,0.0
1413,issue_2,,0.0
1418,issue_2,,0.0
1419,issue_2,,0.0
1422,issue_2,,0.0
1423,issue_2,,0.0
1424,issue_2,,0.0
1426,issue_2,,0.0
1427,issue_2,,0.0
1428,issue_2,,0.0
1429,issue_2,,0.0
1430,issue_2,,0.0
1431,issue_2,,0.0
1432,issue_2,,0.0
1434,issue_2,,0.0
1435,issue_2,,0.0
1436,issue_2,,0.0
1437,issue_2,,0.0
1438,issue_2,,0.0
1440,issue_2,,0.0
1441,issue_2,,0.0
1442,issue_2,,0.0
1443,issue_2,,0.0
1446,issue_2,,0.0
1447,issue_2,,0.0
1448,issue_2,,0.0
1449,issue_2,,0.0
1450,issue_2,,0.0
1452,issue_2,,0.0
1453,issue_2,,0.0
1455,issue_2,,0.0
1457,issue_2,,0.0
1462,issue_2,,0.0
1463,issue_2,,0.0
1464,issue_2,,0.0
1467,issue_2,,0.0
1471,issue_2,,0.0
1474,issue_2,,0.0
1475,issue_2,,0.0
1477,issue_2,,0.0
1478,issue_2,,0.0
1479,issue_2,,0.0
1480,issue_2,,0.0
1481,issue_2,,0.0
1483,issue_2,,0.0
1487,issue_2,,0.0
1488,issue_2,,0.0
1490,issue_2,,0.0
1491,issue_2,,0.0
1495,issue_2,,0.0
1496,issue_2,,0.0
1498,issue_2,,0.0
1499,issue_2,,0.0
1504,issue_2,,0.0
1507,issue_2,,0.0
1509,issue_2,,0.0
1513,issue_2,,0.0
1515,issue_2,,0.0
1516,issue_2,,0.0
1517,issue_2,,0.0
1522,issue_2,,0.0
1523,issue_2,,0.0
1524,issue_2,,0.0
1526,issue_2,,0.0
1528,issue_2,,0.0
1529,issue_2,,0.0
1530,issue_2,,0.0
1531,issue_2,,0.0
1533,issue_2,,0.0
1534,issue_2,,0.0
1535,issue_2,,0.0
1536,issue_2,,0.0
1537,issue_2,,0.0
1538,issue_2,,0.0
1539,issue_2,,0.0
1540,issue_2,,0.0
1542,issue_2,,0.0
1543,issue_2,,0.0
1544,issue_2,,0.0
1548,issue_2,,0.0
1549,issue_2,,0.0
1551,issue_2,,0.0
1552,issue_2,,0.0
1553,issue_2,,0.0
1556,issue_2,,0.0
1557,issue_2,,0.0
1560,issue_2,,0.0
1564,issue_2,,0.0
1565,issue_2,,0.0
1566,issue_2,,0.0
1567,issue_2,,0.0
1568,issue_2,,0.0
1569,issue_2,,0.0
1570,issue_2,,0.0
1571,issue_2,,0.0
1572,issue_2,,0.0
1573,issue_2,,0.0
1574,issue_2,,0.0
1576,issue_2,,0.0
1577,issue_2,,0.0
1578,issue_2,,0.0
1581,issue_2,,0.0
1582,issue_2,,0.0
1584,issue_2,,0.0
1585,issue_2,,0.0
1586,issue_2,,0.0
1588,issue_2,,0.0
1589,issue_2,,0.0
1591,issue_2,,0.0
1592,issue_2,,0.0
1593,issue_2,,0.0
1594,issue_2,,0.0
1596,issue_2,,0.0
1598,issue_2,,0.0
1599,issue_2,,0.0
1601,issue_2,,0.0
1602,issue_2,,0.0
1603,issue_2,,0.0
1605,issue_2,,0.0
1609,issue_2,,0.0
1610,issue_2,,0.0
1613,issue_2,,0.0
1614,issue_2,,0.0
1615,issue_2,,0.0
1616,issue_2,,0.0
1618,issue_2,,0.0
1620,issue_2,,0.0
1622,issue_2,,0.0
1626,issue_2,,0.0
1627,issue_2,,0.0
1629,issue_2,,0.0
1630,issue_2,,0.0
1631,issue_2,,0.0
1632,issue_2,,0.0
1634,issue_2,,0.0
1635,issue_2,,0.0
1636,issue_2,,0.0
1637,issue_2,,0.0
1638,issue_2,,0.0
1639,issue_2,,0.0
1640,issue_2,,0.0
1641,issue_2,,0.0
1643,issue_2,,0.0
1644,issue_2,,0.0
1645,issue_2,,0.0
1646,issue_2,,0.0
1648,issue_2,,0.0
1649,issue_2,,0.0
1653,issue_2,,0.0
1654,issue_2,,0.0
1658,issue_2,,0.0
1663,issue_2,,0.0
1664,issue_2,,0.0
1665,issue_2,,0.0
1666,issue_2,,0.0
1667,issue_2,,0.0
1679,issue_3,,0.0
1681,issue_3,,0.0
1682,issue_3,,0.0
1684,issue_3,,0.0
1685,issue_3,,0.0
1686,issue_3,,0.0
1687,issue_3,,0.0
1688,issue_3,,0.0
1689,issue_3,,0.0
1690,issue_3,,0.0
1692,issue_3,,0.0
1693,issue_3,,0.0
1694,issue_3,,0.0
1695,issue_3,,0.0
1697,issue_3,,0.0
1698,issue_3,,0.0
1699,issue_3,,0.0
1701,issue_3,,0.0
1704,issue_3,,0.0
1705,issue_3,,0.0
1707,issue_3,,0.0
1709,issue_3,,0.0
1711,issue_3,,0.0
1712,issue_3,,0.0
1714,issue_3,,0.0
1715,issue_3,,0.0
1717,issue_3,,0.0
1718,issue_3,,0.0
1720,issue_3,,0.0
1721,issue_3,,0.0
1722,issue_3,,0.0
1725,issue_3,,0.0
1726,issue_3,,0.0
1727,issue_3,,0.0
1729,issue_3,,0.0
1731,issue_3,,0.0
1732,issue_3,,0.0
1735,issue_3,,0.0
1736,issue_3,,0.0
1737,issue_3,,0.0
1738,issue_3,,0.0
1739,issue_3,,0.0
1740,issue_3,,0.0
1745,issue_3,,0.0
1747,issue_3,,0.0
1750,issue_3,,0.0
1751,issue_3,,0.0
1752,issue_3,,0.0
1755,issue_3,,0.0
1758,issue_3,,0.0
1760,issue_3,,0.0
1761,issue_3,,0.0
1764,issue_3,,0.0
1765,issue_3,,0.0
1767,issue_3,,0.0
1768,issue_3,,0.0
1775,issue_3,,0.0
1779,issue_3,,0.0
1782,issue_3,,0.0
1785,issue_3,,0.0
1787,issue_3,,0.0
1788,issue_3,,0.0
1789,issue_3,,0.0
1791,issue_3,,0.0
1792,issue_3,,0.0
1794,issue_3,,0.0
1797,issue_3,,0.0
1798,issue_3,,0.0
1799,issue_3,,0.0
1803,issue_3,,0.0
1805,issue_3,,0.0
1809,issue_3,,0.0
1810,issue_3,,0.0
1812,issue_3,,0.0
1817,issue_3,,0.0
1822,issue_3,,0.0
1823,issue_3,,0.0
1827,issue_3,,0.0
1828,issue_3,,0.0
1829,issue_3,,0.0
1830,issue_3,,0.0
1832,issue_3,,0.0
1833,issue_3,,0.0
1834,issue_3,,0.0
1835,issue_3,,0.0
1837,issue_3,,0.0
1838,issue_3,,0.0
1839,issue_3,,0.0
1840,issue_3,,0.0
1841,issue_3,,0.0
1843,issue_3,,0.0
1845,issue_3,,0.0
1847,issue_3,,0.0
1848,issue_3,,0.0
1851,issue_3,,0.0
1852,issue_3,,0.0
1853,issue_3,,0.0
1854,issue_3,,0.0
1855,issue_3,,0.0
1856,issue_3,,0.0
1858,issue_3,,0.0
1859,issue_3,,0.0
1860,issue_3,,0.0
1861,issue_3,,0.0
1864,issue_3,,0.0
1875,issue_3,,0.0
1879,issue_3,,0.0
1884,issue_3,,0.0
1885,issue_3,,0.0
1887,issue_3,,0.0
1890,issue_3,,0.0
1892,issue_3,,0.0
1894,issue_3,,0.0
1895,issue_3,,0.0
1896,issue_3,,0.0
1898,issue_3,,0.0
1899,issue_3,,0.0
1900,issue_3,,0.0
1901,issue_3,,0.0
1904,issue_3,,0.0
1905,issue_3,,0.0
1906,issue_3,,0.0
1907,issue_3,,0.0
1908,issue_3,,0.0
1911,issue_3,,0.0
1913,issue_3,,0.0
1914,issue_3,,0.0
1915,issue_3,,0.0
1916,issue_3,,0.0
1918,issue_3,,0.0
1920,issue_3,,0.0
1921,issue_3,,0.0
1922,issue_3,,0.0
1923,issue_3,,0.0
1924,issue_3,,0.0
1925,issue_3,,0.0
1926,issue_3,,0.0
1927,issue_3,,0.0
1928,issue_3,,0.0
1929,issue_3,,0.0
1930,issue_3,,0.0
1932,issue_3,,0.0
1933,issue_3,,0.0
1934,issue_3,,0.0
1935,issue_3,,0.0
1936,issue_3,,0.0
1937,issue_3,,0.0
1939,issue_3,,0.0
1940,issue_3,,0.0
1941,issue_3,,0.0
1943,issue_3,,0.0
1946,issue_3,,0.0
1953,issue_3,,0.0
1955,issue_3,,0.0
1957,issue_3,,0.0
1958,issue_3,,0.0
1961,issue_3,,0.0
1963,issue_3,,0.0
1964,issue_3,,0.0
1968,issue_3,,0.0
1969,issue_3,,0.0
1971,issue_3,,0.0
1972,issue_3,,0.0
1974,issue_3,,0.0
1975,issue_3,,0.0
1976,issue_3,,0.0
1977,issue_3,,0.0
1978,issue_3,,0.0
1979,issue_3,,0.0
1981,issue_3,,0.0
1983,issue_3,,0.0
1984,issue_3,,0.0
1986,issue_3,,0.0
1987,issue_3,,0.0
1990,issue_3,,0.0
1993,issue_3,,0.0
1994,issue_3,,0.0
1996,issue_3,,0.0
1997,issue_3,,0.0
1998,issue_3,,0.0
1999,issue_3,,0.0
2000,issue_3,,0.0
2003,issue_3,,0.0
2006,issue_3,,0.0
2008,issue_3,,0.0
2009,issue_3,,0.0
2011,issue_3,,0.0
2013,issue_3,,0.0
2015,issue_3,,0.0
2017,issue_3,,0.0
2020,issue_3,,0.0
2022,issue_3,,0.0
2023,issue_3,,0.0
2024,issue_3,,0.0
2029,issue_3,,0.0
2032,issue_3,,0.0
2035,issue_3,,0.0
2037,issue_3,,0.0
2038,issue_3,,0.0
2039,issue_3,,0.0
2043,issue_3,,0.0
2045,issue_3,,0.0
2046,issue_3,,0.0
2050,issue_3,,0.0
2051,issue_3,,0.0
2052,issue_3,,0.0
2053,issue_3,,0.0
2054,issue_3,,0.0
2055,issue_3,,0.0
2058,issue_3,,0.0
2061,issue_3,,0.0
2062,issue_3,,0.0
2063,issue_3,,0.0
2065,issue_3,,0.0
2066,issue_3,,0.0
2067,issue_3,,0.0
2068,issue_3,,0.0
2069,issue_3,,0.0
2070,issue_3,,0.0
2071,issue_3,,0.0
2072,issue_3,,0.0
2073,issue_3,,0.0
2074,issue_3,,0.0
2076,issue_3,,0.0
2077,issue_3,,0.0
2079,issue_3,,0.0
2080,issue_3,,0.0
2081,issue_3,,0.0
2082,issue_3,,0.0
2086,issue_3,,0.0
2087,issue_3,,0.0
2088,issue_3,,0.0
2089,issue_3,,0.0
2090,issue_3,,0.0
2092,issue_3,,0.0
2093,issue_3,,0.0
2094,issue_3,,0.0
2095,issue_3,,0.0
2096,issue_3,,0.0
2097,issue_3,,0.0
2100,issue_3,,0.0
2101,issue_3,,0.0
2102,issue_3,,0.0
2103,issue_3,,0.0
2104,issue_3,,0.0
2106,issue_3,,0.0
2107,issue_3,,0.0
2108,issue_3,,0.0
2109,issue_3,,0.0
2110,issue_3,,0.0
2111,issue_3,,0.0
2114,issue_3,,0.0
2115,issue_3,,0.0
2116,issue_3,,0.0
2117,issue_3,,0.0
2118,issue_3,,0.0
2121,issue_3,,0.0
2122,issue_3,,0.0
2130,issue_3,,0.0
2134,issue_3,,0.0
2136,issue_3,,0.0
2137,issue_3,,0.0
2139,issue_3,,0.0
2140,issue_3,,0.0
2141,issue_3,,0.0
2143,issue_3,,0.0
2144,issue_3,,0.0
2147,issue_3,,0.0
2149,issue_3,,0.0
2151,issue_3,,0.0
2152,issue_3,,0.0
2156,issue_3,,0.0
2157,issue_3,,0.0
2161,issue_3,,0.0
2164,issue_3,,0.0
2165,issue_3,,0.0
2167,issue_3,,0.0
2168,issue_3,,0.0
2169,issue_3,,0.0
2171,issue_3,,0.0
2173,issue_3,,0.0
2174,issue_3,,0.0
2178,issue_3,,0.0
2179,issue_3,,0.0
2180,issue_3,,0.0
2181,issue_3,,0.0
2182,issue_3,,0.0
2183,issue_3,,0.0
2184,issue_3,,0.0
2185,issue_3,,0.0
2186,issue_3,,0.0
2187,issue_3,,0.0
2188,issue_3,,0.0
2189,issue_3,,0.0
2190,issue_3,,0.0
2191,issue_3,,0.0
2193,issue_3,,0.0
2195,issue_3,,0.0
2196,issue_3,,0.0
2198,issue_3,,0.0
2200,issue_3,,0.0
2206,issue_3,,0.0
2207,issue_3,,0.0
2208,issue_3,,0.0
2209,issue_3,,0.0
2210,issue_3,,0.0
2211,issue_3,,0.0
2212,issue_3,,0.0
2214,issue_3,,0.0
2215,issue_3,,0.0
2216,issue_3,,0.0
2217,issue_3,,0.0
2218,issue_3,,0.0
2220,issue_3,,0.0
2221,issue_3,,0.0
2222,issue_3,,0.0
2223,issue_3,,0.0
2225,issue_3,,0.0
2226,issue_3,,0.0
2227,issue_3,,0.0
2228,issue_3,,0.0
2229,issue_3,,0.0
2231,issue_3,,0.0
2234,issue_3,,0.0
2235,issue_3,,0.0
2236,issue_3,,0.0
2238,issue_3,,0.0
2241,issue_3,,0.0
2243,issue_3,,0.0
2244,issue_3,,0.0
2245,issue_3,,0.0
2250,issue_3,,0.0
2251,issue_3,,0.0
2252,issue_3,,0.0
2253,issue_3,,0.0
2255,issue_3,,0.0
2256,issue_3,,0.0
2258,issue_3,,0.0
2259,issue_3,,0.0
2260,issue_3,,0.0
2261,issue_3,,0.0
2263,issue_3,,0.0
2266,issue_3,,0.0
2268,issue_3,,0.0
2269,issue_3,,0.0
2270,issue_3,,0.0
2271,issue_3,,0.0
2272,issue_3,,0.0
2274,issue_3,,0.0
2275,issue_3,,0.0
2279,issue_3,,0.0
2280,issue_3,,0.0
2282,issue_3,,0.0
2284,issue_3,,0.0
2286,issue_3,,0.0
2288,issue_3,,0.0
2289,issue_3,,0.0
2290,issue_3,,0.0
2291,issue_3,,0.0
2293,issue_3,,0.0
2294,issue_3,,0.0
2295,issue_3,,0.0
2301,issue_3,,0.0
2303,issue_3,,0.0
2305,issue_3,,0.0
2306,issue_3,,0.0
2308,issue_3,,0.0
2310,issue_3,,0.0
2311,issue_3,,0.0
2312,issue_3,,0.0
2314,issue_3,,0.0
2315,issue_3,,0.0
2316,issue_3,,0.0
2317,issue_3,,0.0
2318,issue_3,,0.0
2319,issue_3,,0.0
2320,issue_3,,0.0
2321,issue_3,,0.0
2322,issue_3,,0.0
2324,issue_3,,0.0
2325,issue_3,,0.0
2326,issue_3,,0.0
2327,issue_3,,0.0
2328,issue_3,,0.0
2329,issue_3,,0.0
2330,issue_3,,0.0
2331,issue_3,,0.0
2335,issue_3,,0.0
2336,issue_3,,0.0
2337,issue_3,,0.0
2338,issue_3,,0.0
2339,issue_3,,0.0
2341,issue_3,,0.0
2342,issue_3,,0.0
2343,issue_3,,0.0
2348,issue_3,,0.0
2349,issue_3,,0.0
2353,issue_4-5,sitio_entredichos_4-5,0.0
2359,issue_4-5,sitio_entredichos_4-5,0.0
2360,issue_4-5,sitio_entredichos_4-5,0.0
2362,issue_4-5,sitio_entredichos_4-5,0.0
2364,issue_4-5,sitio_entredichos_4-5,0.0
2366,issue_4-5,sitio_entredichos_4-5,0.0
2368,issue_4-5,,0.0
2369,issue_4-5,,0.0
2371,issue_4-5,,0.0
2372,issue_4-5,,0.0
2373,issue_4-5,,0.0
2374,issue_4-5,,0.0
2375,issue_4-5,,0.0
2376,issue_4-5,,0.0
2377,issue_4-5,,0.0
2378,issue_4-5,,0.0
2379,issue_4-5,,0.0
2381,issue_4-5,,0.0
2383,issue_4-5,,0.0
2384,issue_4-5,,0.0
2385,issue_4-5,,0.0
2386,issue_4-5,,0.0
2388,issue_4-5,,0.0
2389,issue_4-5,,0.0
2390,issue_4-5,,0.0
2391,issue_4-5,,0.0
2392,issue_4-5,,0.0
2395,issue_4-5,,0.0
2396,issue_4-5,,0.0
2397,issue_4-5,,0.0
2398,issue_4-5,,0.0
2400,issue_4-5,,0.0
2403,issue_4-5,,0.0
2404,issue_4-5,,0.0
2405,issue_4-5,,0.0
2406,issue_4-5,,0.0
2407,issue_4-5,,0.0
2408,issue_4-5,,0.0
2410,issue_4-5,,0.0
2411,issue_4-5,,0.0
2412,issue_4-5,,0.0
2419,issue_4-5,,0.0
2421,issue_4-5,,0.0
2422,issue_4-5,,0.0
2423,issue_4-5,,0.0
2424,issue_4-5,,0.0
2425,issue_4-5,,0.0
2426,issue_4-5,,0.0
2428,issue_4-5,,0.0
2432,issue_4-5,,0.0
2434,issue_4-5,,0.0
2435,issue_4-5,,0.0
2436,issue_4-5,,0.0
2437,issue_4-5,,0.0
2438,issue_4-5,,0.0
2441,issue_4-5,,0.0
2444,issue_4-5,,0.0
2445,issue_4-5,,0.0
2447,issue_4-5,,0.0
2448,issue_4-5,,0.0
2451,issue_4-5,,0.0
2452,issue_4-5,,0.0
2453,issue_4-5,,0.0
2454,issue_4-5,,0.0
2457,issue_4-5,,0.0
2458,issue_4-5,,0.0
2459,issue_4-5,,0.0
2461,issue_4-5,,0.0
2463,issue_4-5,,0.0
2465,issue_4-5,,0.0
2468,issue_4-5,,0.0
2469,issue_4-5,,0.0
2470,issue_4-5,,0.0
2471,issue_4-5,,0.0
2474,issue_4-5,,0.0
2477,issue_4-5,,0.0
2478,issue_4-5,,0.0
2480,issue_4-5,,0.0
2484,issue_4-5,,0.0
2485,issue_4-5,,0.0
2487,issue_4-5,,0.0
2488,issue_4-5,,0.0
2489,issue_4-5,,0.0
2490,issue_4-5,,0.0
2491,issue_4-5,,0.0
2493,issue_4-5,,0.0
2497,issue_4-5,,0.0
2499,issue_4-5,,0.0
2500,issue_4-5,,0.0
2503,issue_4-5,,0.0
2508,issue_4-5,,0.0
2509,issue_4-5,,0.0
2510,issue_4-5,,0.0
2511,issue_4-5,,0.0
2512,issue_4-5,,0.0
2513,issue_4-5,,0.0
2514,issue_4-5,,0.0
2515,issue_4-5,,0.0
2517,issue_4-5,,0.0
2518,issue_4-5,,0.0
2519,issue_4-5,,0.0
2520,issue_4-5,,0.0
2522,issue_4-5,,0.0
2523,issue_4-5,,0.0
2524,issue_4-5,,0.0
2525,issue_4-5,,0.0
2529,issue_4-5,,0.0
2530,issue_4-5,,0.0
2532,issue_4-5,,0.0
2534,issue_4-5,,0.0
2535,issue_4-5,,0.0
2539,issue_4-5,,0.0
2540,issue_4-5,,0.0
2544,issue_4-5,,0.0
2549,issue_4-5,,0.0
2552,issue_4-5,,0.0
2555,issue_4-5,,0.0
2557,issue_4-5,,0.0
2559,issue_4-5,,0.0
2560,issue_4-5,,0.0
2561,issue_4-5,,0.0
2562,issue_4-5,,0.0
2564,issue_4-5,,0.0
2565,issue_4-5,,0.0
2566,issue_4-5,,0.0
2568,issue_4-5,,0.0
2569,issue_4-5,,0.0
2570,issue_4-5,,0.0
2571,issue_4-5,,0.0
2573,issue_4-5,,0.0
2574,issue_4-5,,0.0
2577,issue_4-5,,0.0
2578,issue_4-5,,0.0
2580,issue_4-5,,0.0
2581,issue_4-5,,0.0
2586,issue_4-5,,0.0
2591,issue_4-5,,0.0
2592,issue_4-5,,0.0
2593,issue_4-5,,0.0
2596,issue_4-5,,0.0
2597,issue_4-5,,0.0
2600,issue_4-5,,0.0
2603,issue_4-5,,0.0
2605,issue_4-5,,0.0
2607,issue_4-5,,0.0
2609,issue_4-5,,0.0
2611,issue_4-5,,0.0
2612,issue_4-5,,0.0
2613,issue_4-5,,0.0
2614,issue_4-5,,0.0
2616,issue_4-5,,0.0
2618,issue_4-5,,0.0
2619,issue_4-5,,0.0
2620,issue_4-5,,0.0
2621,issue_4-5,,0.0
2622,issue_4-5,,0.0
2624,issue_4-5,,0.0
2625,issue_4-5,,0.0
2626,issue_4-5,,0.0
2627,issue_4-5,,0.0
2630,issue_4-5,,0.0
2631,issue_4-5,,0.0
2632,issue_4-5,,0.0
2634,issue_4-5,,0.0
2635,issue_4-5,,0.0
2637,issue_4-5,,0.0
2642,issue_4-5,,0.0
2645,issue_4-5,,0.0
2646,issue_4-5,,0.0
2647,issue_4-5,,0.0
2648,issue_4-5,,0.0
2649,issue_4-5,,0.0
2650,issue_4-5,,0.0
2653,issue_4-5,,0.0
2654,issue_4-5,,0.0
2656,issue_4-5,,0.0
2657,issue_4-5,,0.0
2658,issue_4-5,,0.0
2661,issue_4-5,,0.0
2662,issue_4-5,,0.0
2663,issue_4-5,,0.0
2665,issue_4-5,,0.0
2666,issue_4-5,,0.0
2668,issue_4-5,,0.0
2669,issue_4-5,,0.0
2670,issue_4-5,,0.0
2671,issue_4-5,,0.0
2672,issue_4-5,,0.0
2673,issue_4-5,,0.0
2677,issue_4-5,,0.0
2678,issue_4-5,,0.0
2681,issue_4-5,,0.0
2682,issue_4-5,,0.0
2683,issue_4-5,,0.0
2684,issue_4-5,,0.0
2685,issue_4-5,,0.0
2686,issue_4-5,,0.0
2688,issue_4-5,,0.0
2692,issue_4-5,,0.0
2693,issue_4-5,,0.0
2695,issue_4-5,,0.0
2698,issue_4-5,,0.0
2699,issue_4-5,,0.0
2700,issue_4-5,,0.0
2701,issue_4-5,,0.0
2702,issue_4-5,,0.0
2703,issue_4-5,,0.0
2704,issue_4-5,,0.0
2705,issue_4-5,,0.0
2708,issue_4-5,,0.0
2711,issue_4-5,,0.0
2712,issue_4-5,,0.0
2714,issue_4-5,,0.0
2715,issue_4-5,,0.0
2716,issue_4-5,,0.0
2717,issue_4-5,,0.0
2718,issue_4-5,,0.0
2719,issue_4-5,,0.0
2720,issue_4-5,,0.0
2721,issue_4-5,,0.0
2723,issue_4-5,,0.0
2724,issue_4-5,,0.0
2725,issue_4-5,,0.0
2726,issue_4-5,,0.0
2727,issue_4-5,,0.0
2728,issue_4-5,,0.0
2730,issue_4-5,,0.0
2731,issue_4-5,,0.0
2732,issue_4-5,,0.0
2733,issue_4-5,,0.0
2734,issue_4-5,,0.0
2737,issue_4-5,,0.0
2739,issue_4-5,,0.0
2740,issue_4-5,,0.0
2741,issue_4-5,,0.0
2742,issue_4-5,,0.0
2746,issue_4-5,,0.0
2749,issue_4-5,,0.0
2765,issue_4-5,,0.0
2766,issue_4-5,,0.0
2767,issue_4-5,,0.0
2769,issue_4-5,,0.0
2775,issue_4-5,,0.0
2776,issue_4-5,,0.0
2777,issue_4-5,,0.0
2778,issue_4-5,,0.0
2779,issue_4-5,,0.0
2780,issue_4-5,,0.0
2781,issue_4-5,,0.0
2786,issue_4-5,,0.0
2787,issue_4-5,,0.0
2789,issue_4-5,,0.0
2792,issue_4-5,,0.0
2795,issue_4-5,,0.0
2796,issue_4-5,,0.0
2798,issue_4-5,,0.0
2800,issue_4-5,,0.0
2801,issue_4-5,,0.0
2803,issue_4-5,,0.0
2805,issue_4-5,,0.0
2807,issue_4-5,,0.0
2808,issue_4-5,,0.0
2809,issue_4-5,,0.0
2810,issue_4-5,,0.0
2811,issue_4-5,,0.0
2812,issue_4-5,,0.0
2813,issue_4-5,,0.0
2817,issue_4-5,,0.0
2818,issue_4-5,,0.0
2820,issue_4-5,,0.0
2822,issue_4-5,,0.0
2823,issue_4-5,,0.0
2824,issue_4-5,,0.0
2825,issue_4-5,,0.0
2827,issue_4-5,,0.0
2828,issue_4-5,,0.0
2833,issue_4-5,,0.0
2835,issue_4-5,,0.0
2836,issue_4-5,,0.0
2840,issue_4-5,,0.0
2841,issue_4-5,,0.0
2842,issue_4-5,,0.0
2843,issue_4-5,,0.0
2844,issue_4-5,,0.0
2845,issue_4-5,,0.0
2847,issue_4-5,,0.0
2848,issue_4-5,,0.0
2849,issue_4-5,,0.0
2850,issue_4-5,,0.0
2851,issue_4-5,,0.0
2852,issue_4-5,,0.0
2854,issue_4-5,,0.0
2855,issue_4-5,,0.0
2857,issue_4-5,,0.0
2858,issue_4-5,,0.0
2859,issue_4-5,,0.0
2860,issue_4-5,,0.0
2861,issue_4-5,,0.0
2862,issue_4-5,,0.0
2863,issue_4-5,,0.0
2864,issue_4-5,,0.0
2865,issue_4-5,,0.0
2866,issue_4-5,,0.0
2868,issue_4-5,,0.0
2869,issue_4-5,,0.0
2870,issue_4-5,,0.0
2871,issue_4-5,,0.0
2872,issue_4-5,,0.0
2873,issue_4-5,,0.0
2875,issue_4-5,,0.0
2876,issue_4-5,,0.0
2877,issue_4-5,,0.0
2878,issue_4-5,,0.0
2880,issue_4-5,,0.0
2881,issue_4-5,,0.0
2883,issue_4-5,,0.0
2884,issue_4-5,,0.0
2889,issue_4-5,,0.0
2891,issue_4-5,,0.0
2893,issue_4-5,,0.0
2894,issue_4-5,,0.0
2897,issue_4-5,,0.0
2898,issue_4-5,,0.0
2899,issue_4-5,,0.0
2901,issue_4-5,,0.0
2902,issue_4-5,,0.0
2903,issue_4-5,,0.0
2904,issue_4-5,,0.0
2905,issue_4-5,,0.0
2906,issue_4-5,,0.0
2907,issue_4-5,,0.0
2908,issue_4-5,,0.0
2909,issue_4-5,,0.0
2910,issue_4-5,,0.0
2911,issue_4-5,,0.0
2913,issue_4-5,,0.0
2914,issue_4-5,,0.0
2915,issue_4-5,,0.0
2916,issue_4-5,,0.0
2919,issue_4-5,,0.0
2920,issue_4-5,,0.0
2921,issue_4-5,,0.0
2923,issue_4-5,,0.0
2926,issue_4-5,,0.0
2927,issue_4-5,,0.0
2928,issue_4-5,,0.0
2929,issue_4-5,,0.0
2930,issue_4-5,,0.0
2932,issue_4-5,,0.0
2933,issue_4-5,,0.0
2935,issue_4-5,,0.0
2939,issue_4-5,,0.0
2941,issue_4-5,,0.0
2943,issue_4-5,,0.0
2944,issue_4-5,,0.0
2949,issue_4-5,,0.0
2951,issue_4-5,,0.0
2956,issue_4-5,,0.0
2957,issue_4-5,,0.0
2958,issue_4-5,,0.0
2961,issue_4-5,,0.0
2964,issue_4-5,,0.0
2967,issue_4-5,,0.0
2968,issue_4-5,,0.0
2970,issue_4-5,,0.0
2971,issue_4-5,,0.0
2972,issue_4-5,,0.0
2973,issue_4-5,,0.0
2974,issue_4-5,,0.0
2975,issue_4-5,,0.0
2976,issue_4-5,,0.0
2977,issue_4-5,,0.0
2979,issue_4-5,,0.0
2981,issue_4-5,,0.0
2985,issue_4-5,,0.0
2986,issue_4-5,,0.0
2988,issue_4-5,,0.0
2989,issue_4-5,,0.0
2991,issue_4-5,,0.0
2993,issue_4-5,,0.0
2994,issue_4-5,,0.0
2995,issue_4-5,,0.0
2996,issue_4-5,,0.0
2997,issue_4-5,,0.0
2998,issue_4-5,,0.0
3000,issue_4-5,,0.0
3001,issue_4-5,,0.0
3002,issue_4-5,,0.0
3003,issue_4-5,,0.0
3004,issue_4-5,,0.0
3005,issue_4-5,,0.0
3007,issue_4-5,,0.0
3009,issue_4-5,,0.0
3013,issue_4-5,,0.0
3015,issue_4-5,,0.0
3016,issue_4-5,,0.0
3017,issue_4-5,,0.0
3021,issue_6,Entredichos_6,0.0
3024,issue_6,Entredichos_6,0.0
3032,issue_6,Entredichos_6,0.0
3033,issue_6,Entredichos_6,0.0
3034,issue_6,Entredichos_6,0.0
3039,issue_6,,0.0
3043,issue_6,,0.0
3044,issue_6,,0.0
