pid_a,pid_b,shared_gold,e_cos,copen_jac,cclosed_jac
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p2,1,0.4276,0.0952,0.4444
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p3,0,0.4484,0.0,0.3
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p4,1,0.3711,0.037,0.2
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p5,0,0.4496,0.0,0.4545
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p6,0,0.3595,0.0,0.0833
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p7,0,0.3185,0.0476,0.1538
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p8,0,0.2846,0.0,0.0909
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p9,0,0.391,0.0,0.1333
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p10,0,0.4797,0.0345,0.2143
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p11,0,0.3928,0.0,0.3
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p12,0,0.4179,0.0,0.25
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p13,0,0.4151,0.04,0.0769
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p14,0,0.4022,0.0,0.125
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p15,0,0.4175,0.0455,0.1818
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p16,0,0.534,0.0244,0.4545
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p17,0,0.4171,0.0323,0.2308
Jinkis_Entredichos_1_p1,Jinkis_Entredichos_1_p18,0,0.4516,0.0,0.0667
Jinkis_Entredichos_1_p1,Grüner_Entredichos_1_p1,0,0.3549,0.0,0.1
Jinkis_Entredichos_1_p1,Grüner_Entredichos_1_p2,0,0.3943,0.0,0.2222
Jinkis_Entredichos_1_p1,Grüner_Entredichos_1_p7,0,0.4004,0.0333,0.0625
Jinkis_Entredichos_1_p1,Grüner_Entredichos_1_p8,0,0.3229,0.0,0.0
Jinkis_Entredichos_1_p1,Grüner_Entredichos_1_p9,0,0.3457,0.0,0.0769
Jinkis_Entredichos_1_p1,Grüner_Entredichos_1_p10,0,0.3693,0.0,0.0625
Jinkis_Entredichos_1_p1,Grüner_Entredichos_1_p11,0,0.3477,0.0,0.0769
Jinkis_Entredichos_1_p1,Grüner_Entredichos_1_p12,0,0.3879,0.0,0.0588
Jinkis_Entredichos_1_p1,Grüner_Entredichos_1_p13,0,0.4536,0.0,0.2308
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p1,0,0.3721,0.0,0.0909
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p2,0,0.4141,0.0,0.1667
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p3,0,0.3251,0.0357,0.0714
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p5,0,0.3858,0.0,0.1538
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p6,0,0.3949,0.0,0.1667
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p7,0,0.3234,0.0,0.0769
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p8,0,0.3991,0.0357,0.0
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p10,0,0.4383,0.0345,0.0769
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p12,0,0.3514,0.0,0.0769
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p13,0,0.4376,0.0,0.1818
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p15,0,0.3748,0.0,0.1429
Jinkis_Entredichos_1_p1,Gusmán_Entredichos_1_p16,0,0.3353,0.0,0.0667
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p3,0,0.347,0.0,0.25
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p4,1,0.5449,0.05,0.2857
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p5,1,0.4239,0.0,0.4444
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p6,0,0.347,0.0,0.1111
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p7,0,0.3433,0.0,0.0909
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p8,0,0.3672,0.0,0.125
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p9,0,0.3483,0.0,0.1667
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p10,1,0.4723,0.0455,0.2727
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p11,0,0.3618,0.0,0.25
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p12,0,0.3902,0.0,0.3333
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p13,0,0.3443,0.0,0.1
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p14,0,0.2888,0.0,0.0714
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p15,1,0.3727,0.0667,0.25
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p16,1,0.4588,0.0294,0.4444
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p17,1,0.3363,0.0417,0.1818
Jinkis_Entredichos_1_p2,Jinkis_Entredichos_1_p18,0,0.3333,0.0,0.0833
Jinkis_Entredichos_1_p2,Grüner_Entredichos_1_p1,0,0.2846,0.0,0.1429
Jinkis_Entredichos_1_p2,Grüner_Entredichos_1_p2,0,0.276,0.0,0.1429
Jinkis_Entredichos_1_p2,Grüner_Entredichos_1_p7,0,0.2518,0.0,0.0769
Jinkis_Entredichos_1_p2,Grüner_Entredichos_1_p8,0,0.2092,0.0,0.0
Jinkis_Entredichos_1_p2,Grüner_Entredichos_1_p9,0,0.2713,0.0,0.1
Jinkis_Entredichos_1_p2,Grüner_Entredichos_1_p10,0,0.3598,0.0,0.0769
Jinkis_Entredichos_1_p2,Grüner_Entredichos_1_p11,0,0.3172,0.0,0.1
Jinkis_Entredichos_1_p2,Grüner_Entredichos_1_p12,0,0.3596,0.0,0.0714
Jinkis_Entredichos_1_p2,Grüner_Entredichos_1_p13,0,0.43,0.0,0.3
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p1,0,0.3179,0.0,0.0
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p2,0,0.3452,0.0,0.1
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p3,0,0.3491,0.0,0.0909
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p5,0,0.3298,0.0,0.0909
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p6,0,0.2425,0.0,0.1
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p7,0,0.3047,0.0,0.1
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p8,0,0.3413,0.0,0.0
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p10,0,0.3942,0.0,0.1
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p12,0,0.3161,0.0,0.1
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p13,0,0.363,0.0,0.1111
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p15,0,0.3236,0.0,0.0833
Jinkis_Entredichos_1_p2,Gusmán_Entredichos_1_p16,0,0.3004,0.0,0.0833
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p4,0,0.356,0.0,0.2857
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p5,0,0.3818,0.0,0.4444
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p6,1,0.3662,0.0,0.1111
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p7,1,0.4001,0.0,0.0909
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p8,1,0.4561,0.0,0.2857
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p9,0,0.4194,0.0,0.1667
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p10,1,0.4412,0.0,0.2727
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p11,1,0.4522,0.0,0.25
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p12,1,0.4793,0.0,0.3333
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p13,1,0.4752,0.0,0.1
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p14,0,0.38,0.0,0.1538
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p15,0,0.4092,0.0,0.25
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p16,0,0.432,0.0,0.3
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p17,0,0.3475,0.0,0.3
Jinkis_Entredichos_1_p3,Jinkis_Entredichos_1_p18,1,0.4237,0.0,0.1818
Jinkis_Entredichos_1_p3,Grüner_Entredichos_1_p1,0,0.4533,0.0,0.0
Jinkis_Entredichos_1_p3,Grüner_Entredichos_1_p2,1,0.4202,0.0,0.3333
Jinkis_Entredichos_1_p3,Grüner_Entredichos_1_p7,1,0.4173,0.0,0.0
Jinkis_Entredichos_1_p3,Grüner_Entredichos_1_p8,0,0.3369,0.0,0.1
Jinkis_Entredichos_1_p3,Grüner_Entredichos_1_p9,1,0.3779,0.0,0.1
Jinkis_Entredichos_1_p3,Grüner_Entredichos_1_p10,1,0.3893,0.0,0.0769
Jinkis_Entredichos_1_p3,Grüner_Entredichos_1_p11,0,0.3775,0.0,0.2222
Jinkis_Entredichos_1_p3,Grüner_Entredichos_1_p12,1,0.3901,0.0,0.0714
Jinkis_Entredichos_1_p3,Grüner_Entredichos_1_p13,1,0.4578,0.0,0.3
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p1,0,0.4493,0.0,0.0
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p2,0,0.3475,0.0,0.2222
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p3,0,0.3888,0.0,0.0909
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p5,0,0.3705,0.0,0.0909
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p6,0,0.3638,0.0417,0.1
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p7,0,0.3062,0.0,0.1
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p8,0,0.3202,0.0,0.0
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p10,0,0.3659,0.0,0.1
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p12,0,0.3674,0.0,0.0
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p13,0,0.351,0.0,0.1111
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p15,0,0.3356,0.0,0.1818
Jinkis_Entredichos_1_p3,Gusmán_Entredichos_1_p16,0,0.4229,0.0,0.0833
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p5,0,0.5029,0.0,0.2
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p6,0,0.4159,0.0385,0.2857
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p7,0,0.3649,0.0,0.2222
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p8,0,0.4214,0.0,0.3333
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p9,0,0.386,0.0,0.1818
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p10,0,0.5103,0.037,0.3
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p11,0,0.3715,0.0,0.5
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p12,0,0.394,0.0,0.375
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p13,0,0.3853,0.0,0.4286
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p14,0,0.3354,0.0,0.0769
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p15,0,0.4002,0.0,0.125
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p16,0,0.4077,0.0,0.2
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p17,0,0.3309,0.0,0.0909
Jinkis_Entredichos_1_p4,Jinkis_Entredichos_1_p18,0,0.4206,0.0,0.2
Jinkis_Entredichos_1_p4,Grüner_Entredichos_1_p1,0,0.272,0.0,0.1667
Jinkis_Entredichos_1_p4,Grüner_Entredichos_1_p2,0,0.2685,0.0,0.0
Jinkis_Entredichos_1_p4,Grüner_Entredichos_1_p7,0,0.2815,0.0,0.0833
Jinkis_Entredichos_1_p4,Grüner_Entredichos_1_p8,0,0.2388,0.0,0.1111
Jinkis_Entredichos_1_p4,Grüner_Entredichos_1_p9,0,0.2239,0.0,0.25
Jinkis_Entredichos_1_p4,Grüner_Entredichos_1_p10,0,0.3424,0.0,0.1818
Jinkis_Entredichos_1_p4,Grüner_Entredichos_1_p11,0,0.3247,0.0,0.25
Jinkis_Entredichos_1_p4,Grüner_Entredichos_1_p12,0,0.3235,0.0,0.1667
Jinkis_Entredichos_1_p4,Grüner_Entredichos_1_p13,0,0.4009,0.0,0.3333
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p1,0,0.3782,0.0,0.0
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p2,0,0.4084,0.0,0.25
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p3,0,0.3691,0.0,0.1
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p5,0,0.324,0.0,0.1
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p6,0,0.2755,0.0,0.25
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p7,0,0.3275,0.0385,0.1111
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p8,0,0.3138,0.0,0.0
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p10,0,0.346,0.0,0.1111
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p12,0,0.3054,0.0,0.1111
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p13,0,0.3624,0.0,0.125
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p15,0,0.3556,0.0,0.2
Jinkis_Entredichos_1_p4,Gusmán_Entredichos_1_p16,0,0.3748,0.0,0.2
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p6,0,0.4757,0.04,0.1818
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p7,0,0.3941,0.0,0.1538
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p8,0,0.3697,0.0,0.0909
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p9,0,0.4445,0.069,0.1333
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p10,1,0.4937,0.08,0.3077
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p11,0,0.4333,0.0,0.3
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p12,0,0.444,0.0435,0.3636
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p13,0,0.3652,0.0,0.0769
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p14,0,0.4389,0.0,0.2857
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p15,1,0.4685,0.0,0.3
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p16,1,0.4786,0.0,0.6
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p17,1,0.4229,0.0,0.3333
Jinkis_Entredichos_1_p5,Jinkis_Entredichos_1_p18,0,0.4507,0.0,0.1429
Jinkis_Entredichos_1_p5,Grüner_Entredichos_1_p1,0,0.2989,0.0,0.1
Jinkis_Entredichos_1_p5,Grüner_Entredichos_1_p2,0,0.3365,0.0,0.2222
Jinkis_Entredichos_1_p5,Grüner_Entredichos_1_p7,0,0.3382,0.0,0.0625
Jinkis_Entredichos_1_p5,Grüner_Entredichos_1_p8,0,0.3419,0.0,0.0
Jinkis_Entredichos_1_p5,Grüner_Entredichos_1_p9,0,0.3174,0.0,0.0769
Jinkis_Entredichos_1_p5,Grüner_Entredichos_1_p10,0,0.4204,0.0,0.0625
Jinkis_Entredichos_1_p5,Grüner_Entredichos_1_p11,0,0.4286,0.0556,0.1667
Jinkis_Entredichos_1_p5,Grüner_Entredichos_1_p12,0,0.418,0.0,0.0588
Jinkis_Entredichos_1_p5,Grüner_Entredichos_1_p13,0,0.4837,0.08,0.3333
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p1,0,0.464,0.0,0.0909
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p2,0,0.4478,0.0,0.2727
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p3,0,0.3139,0.0,0.0714
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p5,0,0.3781,0.0,0.25
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p6,0,0.3927,0.0,0.1667
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p7,0,0.4153,0.04,0.1667
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p8,0,0.3505,0.0,0.0
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p10,0,0.3423,0.0,0.0769
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p12,0,0.3978,0.05,0.0769
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p13,0,0.4458,0.0,0.1818
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p15,0,0.4987,0.0,0.3333
Jinkis_Entredichos_1_p5,Gusmán_Entredichos_1_p16,0,0.4328,0.0,0.0667
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p7,1,0.4767,0.1053,0.3333
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p8,1,0.4523,0.0312,0.125
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p9,1,0.4643,0.0,0.2727
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p10,1,0.5134,0.0741,0.2727
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p11,1,0.4706,0.0417,0.25
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p12,1,0.4901,0.0833,0.5
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p13,1,0.3622,0.0,0.375
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p14,1,0.456,0.0,0.25
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p15,0,0.396,0.0,0.25
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p16,0,0.4089,0.0,0.3
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p17,0,0.2692,0.0,0.1818
Jinkis_Entredichos_1_p6,Jinkis_Entredichos_1_p18,1,0.4643,0.0417,0.3
Jinkis_Entredichos_1_p6,Grüner_Entredichos_1_p1,0,0.2879,0.0,0.3333
Jinkis_Entredichos_1_p6,Grüner_Entredichos_1_p2,0,0.2996,0.0,0.0
Jinkis_Entredichos_1_p6,Grüner_Entredichos_1_p7,1,0.32,0.0,0.2727
Jinkis_Entredichos_1_p6,Grüner_Entredichos_1_p8,0,0.3359,0.0,0.2222
Jinkis_Entredichos_1_p6,Grüner_Entredichos_1_p9,1,0.3791,0.0952,0.375
Jinkis_Entredichos_1_p6,Grüner_Entredichos_1_p10,1,0.4469,0.0,0.2727
Jinkis_Entredichos_1_p6,Grüner_Entredichos_1_p11,0,0.4193,0.0,0.375
Jinkis_Entredichos_1_p6,Grüner_Entredichos_1_p12,1,0.4696,0.0312,0.3636
Jinkis_Entredichos_1_p6,Grüner_Entredichos_1_p13,0,0.4659,0.0,0.4444
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p1,0,0.3622,0.0,0.0
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p2,0,0.398,0.0,0.0
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p3,0,0.3211,0.0,0.0909
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p5,0,0.3827,0.0,0.0909
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p6,0,0.301,0.0,0.0
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p7,0,0.4198,0.037,0.1
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p8,0,0.3398,0.037,0.0
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p10,0,0.3402,0.0,0.0
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p12,0,0.4582,0.0,0.2222
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p13,0,0.4201,0.0,0.1111
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p15,0,0.3971,0.0,0.4444
Jinkis_Entredichos_1_p6,Gusmán_Entredichos_1_p16,0,0.3889,0.04,0.4444
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p8,1,0.5444,0.04,0.2222
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p9,0,0.397,0.0,0.3333
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p10,1,0.3689,0.0,0.1429
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p11,1,0.5784,0.0588,0.3333
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p12,1,0.4727,0.0556,0.2727
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p13,1,0.3613,0.0,0.1818
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p14,0,0.3753,0.0,0.1333
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p15,0,0.3864,0.0,0.0909
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p16,0,0.3673,0.0,0.0714
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p17,0,0.3135,0.0,0.1538
Jinkis_Entredichos_1_p7,Jinkis_Entredichos_1_p18,1,0.3765,0.0588,0.3636
Jinkis_Entredichos_1_p7,Grüner_Entredichos_1_p1,0,0.27,0.0,0.1111
Jinkis_Entredichos_1_p7,Grüner_Entredichos_1_p2,0,0.3183,0.0,0.0
Jinkis_Entredichos_1_p7,Grüner_Entredichos_1_p7,1,0.3298,0.0,0.2308
Jinkis_Entredichos_1_p7,Grüner_Entredichos_1_p8,0,0.2839,0.0,0.3
Jinkis_Entredichos_1_p7,Grüner_Entredichos_1_p9,1,0.3327,0.0667,0.4444
Jinkis_Entredichos_1_p7,Grüner_Entredichos_1_p10,1,0.4147,0.0,0.4545
Jinkis_Entredichos_1_p7,Grüner_Entredichos_1_p11,0,0.3209,0.0,0.4444
Jinkis_Entredichos_1_p7,Grüner_Entredichos_1_p12,1,0.4049,0.0,0.3077
Jinkis_Entredichos_1_p7,Grüner_Entredichos_1_p13,0,0.3603,0.0,0.3636
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p1,0,0.4015,0.0,0.2222
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p2,0,0.4464,0.0667,0.0833
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p3,0,0.3905,0.1053,0.2727
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p5,0,0.3199,0.0769,0.1667
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p6,0,0.3636,0.0,0.1818
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p7,0,0.462,0.05,0.3
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p8,0,0.2436,0.0,0.1818
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p10,0,0.2742,0.0,0.0833
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p12,0,0.3738,0.0,0.3
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p13,0,0.2883,0.0,0.2
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p15,0,0.3754,0.0,0.5
Jinkis_Entredichos_1_p7,Gusmán_Entredichos_1_p16,0,0.3872,0.0556,0.5
Jinkis_Entredichos_1_p8,Jinkis_Entredichos_1_p9,0,0.3826,0.0,0.0833
Jinkis_Entredichos_1_p8,Jinkis_Entredichos_1_p10,1,0.4168,0.0,0.3
Jinkis_Entredichos_1_p8,Jinkis_Entredichos_1_p11,1,0.5095,0.0345,0.2857
